id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
37732527,"Big Bedroom With Private Bathroom,good atmospheric",285227821,Isabella,Centrum-Oost,52.36197,4.90547,Private room,300,3,35,2023-01-02,0.81,2,205,20
36784801,Historical sailing ship near city centre,10009066,Christine,Westerpark,52.38827,4.88625,Entire home/apt,306,3,13,2022-08-10,0.3,1,91,5
37762974,Hollands dijkhuisje in Amsterdam Noord,18184896,Marit,Oud-Noord,52.39017,4.93538,Entire home/apt,150,1,5,2022-12-06,0.12,3,0,1
38214492,Beautiful canal apartment in Amsterdam East,6960531,Christina,Centrum-Oost,52.36405,4.91669,Entire home/apt,121,3,29,2022-11-28,0.69,1,17,10
36790110,"NEW: Bright, Modern & Clean APT w/ balcony @ AMS ♥",276530904,Gerdie,Westerpark,52.37507,4.87408,Entire home/apt,109,3,2,2019-08-16,0.05,1,0,0
38240482,Nice apartment in amsterdam,95530747,Joris,Oud-Oost,52.35323,4.91808,Entire home/apt,138,2,1,2019-12-29,0.03,1,0,0
37802767,"Luxury cosy Studio, 12min from Centraal",5065468,Jean-Philippe,Watergraafsmeer,52.33927917480469,4.920388221740723,Entire home/apt,316,60,6,2022-10-30,0.96,1,310,6
37804394,Luxurious Cozy Studio | Edge Of City Center,286123803,Lida,Oostelijk Havengebied - Indische Buurt,52.366253,4.934817,Private room,79,1,148,2023-03-05,3.42,2,123,50
37805480,Luxurious Spacious Studio | Edge Of City Center,286123803,Lida,Oostelijk Havengebied - Indische Buurt,52.366253,4.934817,Private room,78,1,173,2023-03-06,4.0,2,111,71
38257620,Perfectly located one bedroom apartment,78235694,Gabriel,Oud-Oost,52.3626274,4.924774,Entire home/apt,200,3,5,2023-01-14,0.72,1,69,5
36803582,Sunny family-friendly house; garden + free parking,30691347,Marc,Noord-West,52.41869,4.87983,Entire home/apt,180,4,4,2022-07-31,0.09,1,18,2
38260444,Whole appt | Characteristic | Rivierenbuurt,14079437,Siebe,De Pijp - Rivierenbuurt,52.34164,4.90518,Entire home/apt,120,5,5,2022-09-24,0.13,1,68,1
37806154,Familyhouse Amsterdam near centre with lakeview,230959164,Guido,Geuzenveld - Slotermeer,52.37115,4.81976,Entire home/apt,249,6,5,2022-08-08,0.26,1,54,2
37819327,Charming appartment  in the Jordaan.,8136794,Yvonne,Centrum-West,52.3783,4.88311,Entire home/apt,160,2,9,2022-12-31,0.21,2,9,5
36824667,Luxe en grote appartement 1H,273266448,Vlad,De Baarsjes - Oud-West,52.36884,4.86235,Entire home/apt,150,2,46,2022-09-04,1.04,9,0,14
37821779,Cosy apartment Amsterdam close to center and RAI,31841864,Gijs,De Pijp - Rivierenbuurt,52.34403,4.91093,Entire home/apt,250,4,4,2022-07-16,0.09,1,3,2
36825895,"Lovely, elegant and spacious apartment in De Pijp",31509558,Margreet,De Pijp - Rivierenbuurt,52.35373,4.90195,Entire home/apt,100,3,11,2021-10-18,0.25,1,19,0
37834161,Apt with rooftop terrace close to Vondelpark ~95m2,3648688,Rogier,Zuid,52.35282,4.84714,Entire home/apt,280,100,5,2022-09-13,0.61,1,0,5
37869132,★COSY FAMILY APARTMENT ★ GARDEN ★ 2 SWEET CATS ★,75237279,Margreet,Watergraafsmeer,52.35405,4.92789,Entire home/apt,185,3,5,2022-10-29,0.12,1,1,4
37908254,Elegant Cozy Studio | City Center East,287172370,Rafael,Oostelijk Havengebied - Indische Buurt,52.366253,4.934817,Private room,57,1,111,2023-03-09,2.58,2,266,54
38278551,The ultimate suite at Prinsenboat.,93743075,Kelsey,Centrum-Oost,52.36263,4.89281,Hotel room,277,1,36,2023-03-03,0.88,2,171,18
36828236,Jordaan apartment with roof terrace!,10698721,Clemens & Mariam,Centrum-West,52.37647,4.8807,Private room,350,2,118,2023-02-23,2.77,1,22,73
38307889,Beautiful City Center Apartment.,61088514,Jacob,Centrum-West,52.37572,4.89169,Entire home/apt,450,2,17,2022-06-25,0.41,1,0,6
36828445,Boutique apartment,276803998,Ayse,Buitenveldert - Zuidas,52.32402,4.88517,Entire home/apt,225,1,8,2022-09-11,0.19,1,0,2
37937149,Spacious two story apartment near city center,287463018,Aris,Oud-Oost,52.35281,4.9221,Entire home/apt,234,5,11,2022-10-17,0.26,1,0,3
36829748,Luxe en grote appartement 2H,273266448,Vlad,De Baarsjes - Oud-West,52.3707,4.86237,Entire home/apt,150,2,44,2022-09-03,1.0,9,0,13
37957530,"Penthouse in front of the mill, midst Amsterdam",287767349,Simone,Oud-Oost,52.36515,4.92487,Entire home/apt,157,2,8,2020-02-25,0.19,1,0,0
36835036,Gr8 A-located room,242918537,Riksh,Centrum-West,52.3781,4.89447,Private room,159,3,26,2022-12-18,0.59,1,0,7
37977698,Violet 5 min to the City Center,2368759,Angie,Watergraafsmeer,52.34049,4.92086,Entire home/apt,132,10,6,2021-01-28,0.14,1,0,0
38337368,groot slaapkamer met een luxe badcel,202713005,Joelma,Noord-Oost,52.3879,4.95488,Private room,90,2,14,2022-06-28,0.33,1,35,5
36849604,Light-filled 2 bedroom apartment in Amsterdam <3,3432339,Joanne,De Pijp - Rivierenbuurt,52.34117,4.9084,Entire home/apt,125,2,5,2021-04-11,0.16,1,0,0
38339642,Private sustainable studio 40m2.  Waterfront.,37011999,Jansje,Oud-Noord,52.39857,4.90464,Private room,112,3,58,2023-03-06,1.36,1,106,17
37986740,Bright City Center Apt with Canal View | Private,866573,Loredana,De Baarsjes - Oud-West,52.36924,4.87012,Entire home/apt,235,2,2,2021-10-18,0.05,1,0,0
36861325,"'Dijk house' with garden, very close to the centre",277056416,Vincent,Noord-West,52.41273,4.90667,Entire home/apt,120,2,5,2019-10-21,0.12,1,0,0
37995064,Spacious apartment with private garden,145367114,Rogier,Zuid,52.34365,4.86553,Entire home/apt,400,5,5,2022-08-03,0.13,1,41,2
38012872,Beautiful Studio by the Amstel,25457220,Christine,Oud-Oost,52.35374,4.91188,Entire home/apt,130,5,84,2023-03-06,2.06,2,4,57
38339700,"Unique floating, sustainable waterhouse/boathouse.",3265171,Martijn & Siti,Oud-Noord,52.39425,4.90375,Entire home/apt,150,4,13,2022-12-30,0.31,1,1,5
36863216,Standard Single · Modern downtown design room,503491020,Rosalie,Oud-Oost,52.3536,4.91438,Hotel room,163,1,32,2023-01-02,0.74,6,326,13
38370765,Green Amsterdam,6785196,Femke,Noord-Oost,52.38981,4.96062,Entire home/apt,233,2,2,2020-03-15,0.05,1,60,0
38371742,"Luxury Houseboat-Apartment ""Waterview"" with Airco",198405490,Suzanne,Centrum-Oost,52.37298,4.90564,Entire home/apt,296,3,7,2022-08-23,0.17,8,3,1
38039630,Stylish apartment in a cozy neighborhood,58226162,Bert,Zuid,52.3498418,4.8467053,Entire home/apt,200,6,6,2022-10-25,1.01,1,23,6
38056203,Double bedroom apartment 25 minutes from centre,86656710,Dick,Gaasperdam - Driemond,52.29705,4.96931,Entire home/apt,130,3,7,2020-08-02,0.16,1,0,0
38082061,Popular 2 bedroom accommodation on great location,258734241,Myrthe,Watergraafsmeer,52.35373,4.92876,Private room,210,3,101,2023-03-05,2.41,1,189,48
36863220,Executive Single · Modern light and spacious room,503491020,Rosalie,Oud-Oost,52.35389,4.91425,Hotel room,173,1,4,2022-07-22,0.2,6,62,2
38373588,Bright and recently renovated 2br apartment,18454413,Marc,De Baarsjes - Oud-West,52.36547,4.87387,Entire home/apt,220,4,8,2022-12-17,0.19,1,0,4
36865363,SWEETS hotel Kortjewantsbrug,203731852,Sweets,Centrum-Oost,52.37115,4.91322,Hotel room,262,1,17,2022-12-17,0.39,22,145,8
36865545,204 - Hortusbrug,203731852,Sweets,Centrum-Oost,52.3670705,4.906891799999999,Private room,246,1,12,2022-11-16,0.29,22,122,6
38377537,Lovely apartment in the east of Amsterdam,5505191,Malou,Oud-Oost,52.35981,4.91363,Entire home/apt,194,5,21,2023-03-06,0.5,1,0,4
38141656,"Light, bright and quiet apartment close to Pijp",288063590,David,De Pijp - Rivierenbuurt,52.34174,4.9029,Entire home/apt,100,3,5,2020-01-20,0.12,1,0,0
39028077,NEW! Private apartment @BEST location Amstel,95982246,Pim,Oud-Oost,52.35794,4.90766,Private room,118,2,195,2023-03-02,4.73,1,81,71
36869704,Beautifully Renovated and Central Apartment,29307510,Sanne,De Baarsjes - Oud-West,52.36637,4.86799,Entire home/apt,210,2,23,2023-02-26,0.53,1,0,15
39040034,Private canal view apartment - bright & spacious,10205715,Tiffany,Centrum-West,52.37214,4.87594,Private room,250,5,10,2022-05-01,0.24,1,25,3
39072906,Super Cosy BR w/King Bed in Quiet Neighborhood,299478966,Inge,De Aker - Nieuw Sloten,52.34392,4.79236,Private room,75,1,5,2021-11-01,0.12,1,0,0
38381341,Sunny Appartement 15 min. From Leidseplein,55863637,Vera,Osdorp,52.35488,4.81113,Entire home/apt,142,1,2,2020-02-16,0.05,1,0,0
36877030,"Spacious, bright and brandnew 2BD apartment",39680367,Adriaan,Oud-Oost,52.35574,4.92294,Entire home/apt,200,2,17,2020-03-10,0.39,1,0,0
39076533,Private room in a sunny appartment with terrace,27205400,Thanh,Oud-Oost,52.35514,4.92545,Private room,96,2,2,2019-11-10,0.05,2,0,0
40002616,"Light, renovated apartment near city centre",308060524,Neneh,De Baarsjes - Oud-West,52.37322,4.8529,Entire home/apt,140,11,2,2019-12-26,0.05,1,0,0
39079814,Da Costa Cosy Corner,66324661,Alice,De Baarsjes - Oud-West,52.36631,4.87491,Private room,90,2,101,2023-03-04,2.58,1,7,46
40059726,Pleasant home with garden in trendy A'dam West!,44592823,Idris,De Baarsjes - Oud-West,52.36173,4.85403,Entire home/apt,150,2,3,2022-10-22,0.29,1,25,3
39084258,"6 pers. B&B, 20 min. from city center of Amsterdam",299555409,Anita,Noord-West,52.42476,4.88693,Entire home/apt,330,2,71,2023-03-03,1.83,1,35,42
38382746,Luxurious private B&B - Nearby public transport,292329394,Ali,IJburg - Zeeburgereiland,52.35428,4.99275,Private room,124,2,6,2022-11-21,0.15,1,8,1
40071018,Bright & Beautiful apartment in THE BEST location,11532700,Tayla,De Pijp - Rivierenbuurt,52.35317,4.9033,Entire home/apt,260,3,4,2022-10-26,0.52,1,0,4
38400670,Spacious industrial apartment in the city center,15422752,Pelle,Centrum-Oost,52.36981,4.92437,Entire home/apt,200,2,8,2022-08-31,0.19,1,0,2
39085747,Holiday Suite: 2 bedrooms including private shower,299566086,Jose,Geuzenveld - Slotermeer,52.38132,4.80623,Private room,85,1,83,2023-02-26,1.99,1,4,33
40103243,Jordaan Corner: A stylish studio.,16368447,Ronald,Centrum-West,52.37613,4.88273,Private room,130,2,102,2023-03-05,2.54,1,180,80
39096717,"Stylish, light & cozy apartment | great location",58778701,Jessica,De Baarsjes - Oud-West,52.36665,4.87422,Entire home/apt,152,3,15,2021-10-10,0.36,1,0,0
39143576,"Luxury two-floor apartment with roof terrace, 90m2",56858895,Vivianne,De Baarsjes - Oud-West,52.36157,4.85957,Entire home/apt,180,3,19,2023-01-30,0.47,1,0,5
40104344,Beautiful authentic Amsterdam house in The Jordaan,64894496,Laurent,Centrum-West,52.38103,4.8866,Entire home/apt,200,2,14,2023-01-04,0.36,1,4,5
39143794,Renovated traditional attic apartment,108011218,Tatjana,Oud-Oost,52.35602,4.90959,Entire home/apt,180,3,6,2022-08-18,0.15,1,11,1
38417080,Studio RAI,127018092,Guy,De Pijp - Rivierenbuurt,52.3457,4.89228,Private room,108,2,23,2022-10-10,0.54,1,1,6
40128680,NEW! Our entire historic house in the Canal area,21167927,Kai,Centrum-Oost,52.37072,4.89997,Entire home/apt,414,3,13,2022-11-28,0.33,1,9,6
38422857,Former ferry houseboat right at the National Opera,78410826,Koko,Centrum-Oost,52.3655,4.90049,Private room,143,5,14,2022-09-17,0.43,1,188,11
39168555,Cool and Spaceous Quiet Canal Apartment,300476521,Paula,De Baarsjes - Oud-West,52.36262,4.85827,Private room,138,1,108,2023-03-04,2.65,1,222,68
39173597,Stylish apartment for families with children,300542017,Rik,Oud-Oost,52.35759,4.93209,Entire home/apt,186,3,12,2023-01-05,0.31,1,7,5
40139858,Stylish Private Apartment At The Canals,70691134,Jonathan,Westerpark,52.37532,4.87341,Entire home/apt,270,4,11,2023-01-03,0.28,1,39,6
39192993,Light and cozy apartment near the centre!,14793877,Luna,De Baarsjes - Oud-West,52.36588,4.85344,Private room,67,2,3,2023-01-02,0.73,1,43,3
40146465,Spacious apartment with garden,7729232,Dunya,De Baarsjes - Oud-West,52.37013,4.84815,Entire home/apt,350,6,11,2022-07-14,0.28,1,0,7
39194258,Luxury central Jordaan apartment with garden,300754328,Bart,Westerpark,52.37497,4.87294,Entire home/apt,350,3,22,2023-02-20,0.54,1,10,7
38425685,Luxury Houseboat -  Romantic getaway!,17458008,Sjoerd,Westerpark,52.38954,4.88641,Private room,153,2,101,2023-03-03,2.39,2,330,50
38452521,BnB MidtownAmsterdamSuites city center,285227821,Isabella,Centrum-Oost,52.36183,4.9057,Private room,300,2,65,2023-01-01,1.55,2,304,36
40150321,Amazing canal-view house in city-center!,91816760,Tanvi,Centrum-West,52.38117,4.88052,Entire home/apt,100,3,1,2020-02-17,0.03,2,0,0
38455147,Large room in a great Amsterdam neighbourhood,25045762,Vinay,De Pijp - Rivierenbuurt,52.34456,4.89169,Private room,130,1,1,2019-09-29,0.02,2,0,0
39215287,Net gerenoveerde studio midden in de pijp!,4456680,Neal Estate,De Pijp - Rivierenbuurt,52.35675,4.90002,Hotel room,120,2,64,2023-02-15,1.54,10,231,27
39267402,Amazing Apartment Amsterdam RAI&Center (165m2),8851707,Nancy & Arthur,Buitenveldert - Zuidas,52.33163,4.88792,Entire home/apt,227,4,13,2022-10-23,0.32,1,0,4
39268141,Luxurious and spacious double room,259133665,The Student Hotel,Slotervaart,52.3711,4.83549,Hotel room,75,1,4,2021-12-13,0.11,1,0,0
40171341,Private and renovated apartment Amsterdam Centre!,38427944,Ward,Westerpark,52.38001,4.87322,Entire home/apt,286,2,6,2020-08-23,0.15,1,26,0
40173191,Vintage designed apartment in Amsterdam-West,146162511,Jan,Bos en Lommer,52.3793,4.85569,Entire home/apt,100,2,3,2020-03-15,0.08,1,0,0
39268481,Calm & Cozy apartment in Amsterdam,301472165,Maarten,Zuid,52.34867,4.84754,Entire home/apt,159,2,5,2020-01-02,0.12,1,6,0
39269463,Sunny city center canal apartment with terrace,302497029,Chantal,Centrum-West,52.36781,4.88172,Entire home/apt,200,1,17,2020-03-15,0.41,1,0,0
38484240,Bright & Spacious Duplex In Charming Old West,28500782,Christine,De Baarsjes - Oud-West,52.36781,4.87568,Entire home/apt,250,5,3,2022-06-20,0.28,1,0,3
40191258,Skyscapes. Two rooms in Bohemian ‘De Pijp',39833982,Reinier,De Pijp - Rivierenbuurt,52.35577,4.90458,Private room,155,3,113,2023-03-04,2.84,1,45,53
38507250,Petite appartment with private garden in Noord,2547237,Stefanie,Oud-Noord,52.38741,4.91725,Entire home/apt,241,3,2,2019-11-11,0.05,1,79,0
39288199,"Bright room, quiet street but central!",301633735,Benjamin,Westerpark,52.38654,4.88316,Private room,125,7,20,2022-09-25,0.49,1,15,6
40196568,Kamer aan de mooiste gracht van Amsterdam,302940677,Tessa,Centrum-West,52.3742,4.8793,Private room,190,2,73,2023-03-05,1.9,3,194,25
39308833,Cozy house near Amstelpark and RAI,100602678,Devanshu,Buitenveldert - Zuidas,52.33185195922852,4.88540506362915,Private room,87,1,11,2022-12-30,0.27,2,4,3
38517539,Ruim en modern appartement in gezellig A'dam Oost!,49392640,Lennard,Oostelijk Havengebied - Indische Buurt,52.36507,4.94323,Entire home/apt,135,3,3,2021-08-29,0.07,1,5,0
40225175,Bb 1971 Hazenstraat shared bathroom,307825526,Lot,Centrum-West,52.37103,4.87953,Private room,106,2,61,2023-02-27,1.54,1,271,14
38530763,"Quiet Neighbourhood, in the historical centre!",12724394,Chretien,Centrum-West,52.38614,4.88975,Entire home/apt,60,1,27,2022-09-04,0.64,1,0,6
38535377,Beautiful apt in Amsterdam next to the Jordaan,17461550,Naomi,Westerpark,52.37588,4.87141,Entire home/apt,194,3,12,2023-03-05,0.29,1,4,5
39328397,Lovely and spacious apartment next to the Amstel,16410524,Ignacio,Oud-Oost,52.35595,4.9083,Entire home/apt,90,20,6,2022-03-31,0.15,1,0,1
40231867,"Private Artist BwithoutB light, spacious & clean!",310716632,Lisa,De Baarsjes - Oud-West,52.366,4.87556,Private room,185,3,49,2023-01-17,1.26,1,206,25
39361288,Rijks Residence | Spacious 2BR near Rijksmuseum,37032349,Donna,Centrum-Oost,52.35979,4.88948,Private room,279,1,80,2023-03-05,1.93,1,81,66
38536192,"A clean an relaxing private room, free wi-fi.",5240485,Alessandra,Geuzenveld - Slotermeer,52.38012,4.81924,Private room,85,2,16,2022-10-23,0.38,1,205,4
38547079,Lovely typical Dutch house in quiet area + garden,23926573,Renier Maria,Noord-West,52.41365302698585,4.888343175401428,Entire home/apt,162,3,9,2023-01-02,0.23,1,0,2
40245488,Romantic studio on houseboat in super location!!,23609488,Patricia,Centrum-West,52.38165,4.88793,Private room,175,2,35,2023-02-17,0.92,2,15,30
38565275,Amazing private studio on houseboat,7443489,Maartje & Jeremy,Westerpark,52.3908,4.888,Private room,195,2,45,2023-02-26,1.07,1,29,26
38565298,Lovely and Luxurious Apartment in Perfect Location,1453893,Oleg,De Baarsjes - Oud-West,52.36712,4.86549,Entire home/apt,149,2,1,2019-09-30,0.02,1,0,0
38576040,"Bright, spacious and calm family house",104729572,Roma,Buitenveldert - Zuidas,52.32394,4.86209,Entire home/apt,350,3,8,2022-07-31,0.19,1,31,5
38591607,Scandinavian Design House on the Amsterdam Canal,269050,Camiel,Centrum-West,52.37618,4.88012,Entire home/apt,160,1,26,2023-03-02,0.61,2,4,12
38592296,★ MODERN 2BR APT ★ 2P JACUZZI  ★ ROOFTERRACE ★,9866627,Claudia,De Baarsjes - Oud-West,52.37368,4.8621,Entire home/apt,250,3,15,2022-09-10,0.37,1,48,5
38594769,Bright apartment in hip central area,12660053,Rikkert,De Baarsjes - Oud-West,52.37112,4.8529,Entire home/apt,229,3,8,2022-08-23,0.19,1,17,6
39381845,Thailand apartment Amsterdam,58428526,Janeth,Bos en Lommer,52.378,4.8503,Entire home/apt,300,1,20,2023-02-07,0.52,3,160,14
40247038,A room in the Rembrandtpark,50300599,Evgeniia,Slotervaart,52.36273,4.8435,Private room,80,1,2,2019-12-15,0.05,2,0,0
39401306,Cosy private suite next Westerpark!,56997633,Kees Vd Vooren,Westerpark,52.38941,4.87894,Private room,118,1,54,2023-02-10,1.32,3,198,34
38612673,Large apartment in a great neighbourhood,25045762,Vinay,De Pijp - Rivierenbuurt,52.34568,4.89223,Entire home/apt,375,3,6,2023-02-10,0.15,2,0,5
40248757,Beautiful House with Garden Close to Centre,101498497,Agnesa,Oud-Oost,52.3521,4.91165,Entire home/apt,340,2,1,2020-01-03,0.03,1,0,0
38616827,Cosy house with garden in charming & leafy street,19902029,Leendert,Watergraafsmeer,52.35299,4.92828,Entire home/apt,200,7,9,2022-10-19,0.22,1,17,2
38631602,"Big bedroom, terrace, big bathroom, free parking",136557289,Steven,Osdorp,52.35538,4.79624,Private room,55,5,19,2022-04-12,0.46,2,0,3
39457429,The Perfect family friendly house in Amsterdam,11197487,Mark,Geuzenveld - Slotermeer,52.37319,4.81917,Entire home/apt,300,6,1,2022-08-14,0.14,1,22,1
40249718,Iconic Amsterdam Apartment in the Jordaan,310865765,Ted,Centrum-West,52.37045,4.877,Entire home/apt,360,3,1,2020-01-02,0.03,1,0,0
39472215,Lovely downstairs ap close to NDSM AMS North,16915818,Nienke,Noord-West,52.40712,4.89891,Entire home/apt,150,7,6,2022-05-13,0.16,1,0,1
39521045,Up North! Bed&Bubbles Amerbos: 12 min to Centre!,6265216,Stephany,Noord-Oost,52.40483,4.94118,Private room,85,2,92,2023-03-06,2.26,1,4,51
38632216,Charming apartment with garden in Westerpark,295063517,Jeroen,Westerpark,52.38257,4.87373,Entire home/apt,325,2,8,2020-02-17,0.19,1,0,0
38632941,"Bedroom, big bathroom, patio, free parking",136557289,Steven,Osdorp,52.35353,4.79452,Private room,35,3,52,2022-04-18,1.26,2,0,4
40253380,Quiet and spaceous apptmnt in Noord- 5min. to CS,1343018,Melle,Oud-Noord,52.38493,4.91443,Entire home/apt,120,2,1,2020-03-01,0.03,1,0,0
40273013,Amazing and modern city centre apartment,99194923,Cara,Oostelijk Havengebied - Indische Buurt,52.37462,4.93523,Entire home/apt,299,3,19,2022-08-08,0.48,1,57,6
38634976,Your own luxery canal suite; Montelbaans Suite,2390649,Bart,Centrum-Oost,52.37167,4.90634,Entire home/apt,297,3,45,2023-02-05,1.08,1,37,23
39529278,"Hoxton Amsterdam, Cosy Room",303597180,Hoxton Amsterdam,Centrum-West,52.37154,4.88654,Private room,323,1,10,2022-12-04,0.26,2,319,6
40296030,Studio in City Centre w priv. bathroom  ♥,15518704,Jacques,Centrum-Oost,52.36415,4.88719,Private room,135,29,5,2022-12-08,0.15,1,136,3
38663393,Trendy apartment 5 min from the center f Amsterdam,83107006,Mel,De Baarsjes - Oud-West,52.36695,4.86499,Entire home/apt,196,1,23,2022-10-24,0.56,1,51,11
38665022,Private bedroom & bathroom with roof terrace,43710735,Jesse,Zuid,52.34546,4.86738,Private room,79,2,27,2020-03-15,0.65,1,0,0
40307715,Lux-Vondelpark-For Families,1794617,Manu,Zuid,52.35229,4.84959,Entire home/apt,355,5,1,2019-12-20,0.03,1,29,0
40335248,"Renovated apartment in city center,  contact-free!",52958217,Jeroen,Oostelijk Havengebied - Indische Buurt,52.36311,4.93344,Entire home/apt,365,1,4,2021-03-17,0.1,2,179,0
38668043,Duurzaam vakantiehuisje,6460190,Leonieke,De Aker - Nieuw Sloten,52.33564,4.79957,Entire home/apt,114,4,12,2023-02-02,0.29,1,19,1
39543731,J’s Little Inn [Standard room],205830809,Jason,Bijlmer-Centrum,52.32595,4.94496,Private room,74,3,86,2023-03-06,2.27,2,14,73
39567621,"Modern, Central & Clean APT w WiFi @ Jordaan!",67753142,Cecile,Centrum-West,52.381895268655896,4.881429437643609,Entire home/apt,118,5,10,2022-12-08,0.26,3,8,7
40335482,Houseboat Suite Canal Prinsengracht Corner,808981,Susan,Centrum-West,52.36983,4.88235,Private room,260,1,67,2023-02-17,1.7,3,123,20
40343025,NORTH,14514106,Bart,Oud-Noord,52.3896,4.93533,Entire home/apt,158,2,13,2023-03-02,0.34,1,161,8
39607386,Renovated Apartment at the heart of Amsterdam,8951693,Roos,Centrum-West,52.37136,4.88205,Entire home/apt,170,2,22,2021-10-24,0.58,1,0,0
38694596,Private Comfort & luxury bedroom near Metro/Train,154433811,Holly,Slotervaart,52.36708,4.83835,Private room,56,1,43,2020-03-06,1.02,3,0,0
38698905,Private&Cozy bedroom near Central and Metro/train,154433811,Holly,Slotervaart,52.36504,4.84024,Private room,53,1,45,2020-02-29,1.07,3,0,0
40344128,Room in renovated apartment in city center!,52958217,Jeroen,Oostelijk Havengebied - Indische Buurt,52.36253,4.93362,Private room,115,1,52,2023-03-05,1.36,2,146,39
38726173,Private guesthouse @ BnB The Waterhouse(houseboat),9859294,Ewoud,Centrum-Oost,52.37587,4.91853,Private room,150,3,65,2023-03-07,1.59,1,111,29
38726341,Amazing Apartment on Canal in Amsterdam,296125419,Ruben,Oud-Oost,52.35956,4.91392,Entire home/apt,204,1,5,2023-02-12,0.12,1,0,3
38774989,Bright and clean studio apartment,773375,Noortje,Oud-Oost,52.34992,4.91378,Entire home/apt,100,3,23,2022-10-03,0.59,1,0,5
40362812,2BR (100sq) Modern Cottage 8min fr Central Station,2418177,Andrea,Centrum-Oost,52.37321,4.90498,Entire home/apt,340,3,18,2022-09-24,0.46,1,123,7
38787975,Comfortable apartment located close to center.,13365686,Sjoerd,De Baarsjes - Oud-West,52.36956,4.87142,Entire home/apt,300,2,6,2020-08-17,0.15,1,0,0
39607939,Luxurious & stylish apt with Amstel river view,5950325,Thijs,De Pijp - Rivierenbuurt,52.35387,4.90708,Entire home/apt,250,20,4,2022-05-29,0.1,1,0,1
39615215,Digital nomad's heaven on Rembrandt Park,71806149,Kirill,De Baarsjes - Oud-West,52.36998,4.84913,Private room,170,3,16,2022-09-12,1.19,1,0,13
40363985,Clean private Amsterdam loft in Museumdistrict.,311996109,Tess And Jay,De Pijp - Rivierenbuurt,52.3571,4.89136,Private room,131,2,64,2022-12-29,1.67,1,2,46
38808011,"Lovely, quiet apartment in the center of the Pijp",3779178,Sil,De Pijp - Rivierenbuurt,52.35348,4.89469,Entire home/apt,110,3,12,2022-10-09,0.3,1,0,1
38811697,3-room appartement with balcony,48679771,Britt,De Baarsjes - Oud-West,52.360149227404825,4.85297585435979,Entire home/apt,165,3,1,2023-02-11,1.0,1,0,1
38819542,Amsterdam 2 bedroom apartment with rooftop terrace,22882611,Thom,De Baarsjes - Oud-West,52.3698,4.86241,Entire home/apt,250,2,11,2023-02-04,0.27,1,0,5
40367212,City Centre Amsterdam Juliana Apartment > 70m3,312020333,Herman,Centrum-West,52.37597,4.89632,Entire home/apt,380,7,3,2023-01-08,0.08,4,197,1
39630683,Typical Dutch House with Funky Design Interior,7841354,Fleur,Noord-West,52.41568,4.89192,Entire home/apt,101,4,16,2022-08-14,0.39,1,0,5
40368512,City Center Amsterdam Princess Apartment > 80 m3,312020333,Herman,Centrum-West,52.37553,4.89528,Entire home/apt,380,7,13,2023-03-03,0.81,4,325,11
39631953,"Sunny house, close to Centre and stat. Sloterdijk",111774243,Elles,Geuzenveld - Slotermeer,52.38463,4.83175,Entire home/apt,104,4,4,2019-12-30,0.1,1,0,0
39642322,Private Room in Bright modern Apartment,185471379,Esther,Slotervaart,52.37189,4.83567,Private room,56,7,35,2023-03-04,0.9,1,3,15
38819603,"Wonderful apartment, recently renovated!",19096448,Stijn,De Baarsjes - Oud-West,52.37226,4.84877,Entire home/apt,157,4,11,2022-10-08,0.27,1,104,1
38862265,Bright apartment across the Oosterpark,38652025,Aveline,Oud-Oost,52.35891,4.92365,Entire home/apt,140,2,9,2022-09-15,0.22,1,0,2
38869887,"Large, One Bedroom, Amstel Apartment",297663351,Frank,Centrum-Oost,52.36659,4.89972,Entire home/apt,220,7,46,2023-03-09,1.13,1,83,21
38872005,Room in apartment near RAI convention center,297678794,Joyce,De Pijp - Rivierenbuurt,52.34163,4.89884,Private room,75,1,17,2022-09-11,0.41,1,0,7
39645315,Cozy stylish space for a couple with free parking,304647792,Winnie,Buitenveldert - Zuidas,52.33334,4.85862,Private room,195,2,7,2022-04-18,0.17,1,0,1
39660257,"Perfectly located, clean and cosy apartment",27272285,Elvita,Bos en Lommer,52.37973,4.85552,Entire home/apt,163,3,2,2023-03-01,2.0,1,0,2
40372670,Cozy ground floor apartment with garden,31617529,Valentina,De Baarsjes - Oud-West,52.37366,4.85632,Entire home/apt,120,6,1,2020-01-04,0.03,1,39,0
38874720,"Knusse studio in bijzonder pand, eigen opgang.",44051824,Brigitte,IJburg - Zeeburgereiland,52.36156,4.98012,Private room,68,2,66,2023-02-18,3.4,2,180,53
40381500,Trendy Amsterdam apartment in great location,28232421,Blair,Centrum-Oost,52.36075,4.89281,Entire home/apt,121,4,3,2020-01-05,0.08,1,0,0
38886433,Beautiful view of Amsterdam,50300599,Evgeniia,Slotervaart,52.36073,4.8452,Entire home/apt,80,2,8,2020-09-25,0.19,2,0,0
39660645,Spacious apartment with garden in AMSTERDAM WEST,7395971,Florine,De Baarsjes - Oud-West,52.36704,4.8501,Entire home/apt,175,3,10,2023-03-05,0.25,1,6,7
