id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
17490064,"Stunning, renovated ""30's"" house. Families only!",4473548,Michael,Watergraafsmeer,52.35484,4.94095,Entire home/apt,300,3,9,2019-08-17,0.13,1,0,0
17505754,Cozy private space with garden in museumdistrict,118649405,Len,Zuid,52.35274,4.8787,Private room,118,2,330,2023-03-01,4.59,1,54,67
17859181,Luxurious houseboat 10 min to Central Station,69971797,BnB Beheer,Oostelijk Havengebied - Indische Buurt,52.37185,4.93894,Entire home/apt,402,2,30,2022-08-14,0.44,1,21,5
16591325,Deluxe studio close to C.S. with private entrance,20593864,Bas,Oud-Noord,52.38594,4.90731,Private room,138,3,214,2023-02-28,3.02,1,40,11
16610138,Perfect Artistic & Private City Centre Hide Out,2705184,Juul & Ruub,De Pijp - Rivierenbuurt,52.35448,4.88959,Entire home/apt,120,3,264,2023-03-07,3.83,1,10,68
16614928,Studio de Pijp + free bicycles,41130076,Mik En Isabelle,De Pijp - Rivierenbuurt,52.35199,4.90477,Private room,133,2,327,2023-02-24,4.4,2,209,80
16615187,The city center & nature @ your fingertips,283269,Manon,Noord-Oost,52.40627,4.93407,Private room,94,1,15,2023-02-19,0.32,2,56,8
17507949,"Unique stay in former bank, walking distance CS",118345810,Hotel Cafe,Oud-Noord,52.38553,4.90932,Private room,130,1,57,2023-01-14,0.78,3,110,5
17871313,Bright and Warm - 100m from Dam Square,77540373,Cashoo,Centrum-West,52.37236,4.89268,Entire home/apt,215,3,16,2019-05-04,0.22,2,0,0
17508421,Boutique Amsterdam Center Apartment,54081872,Dids,De Baarsjes - Oud-West,52.36258,4.87522,Entire home/apt,149,3,58,2022-08-31,0.84,1,3,6
17509209,"Bright studio, excellent central location!",2331953,Foppe,De Baarsjes - Oud-West,52.36479,4.87741,Private room,135,2,457,2023-03-04,6.26,1,94,92
17874135,Clean comfi private studio in De Pijp central,6870134,Patrick,De Pijp - Rivierenbuurt,52.35503,4.89936,Private room,154,3,260,2023-02-28,4.23,3,11,57
16625355,"Big house close to NDSM, 2 cats. Max 4 people.",29268751,Anneke,Noord-West,52.40872,4.90547,Entire home/apt,119,1,77,2023-02-19,1.05,2,23,17
16640930,Spacious apartment near museums & parks,109959345,Peter,De Baarsjes - Oud-West,52.36053,4.86473,Entire home/apt,425,3,34,2020-07-11,0.48,1,20,0
17511090,A penthouse in the heart of Amsterdam (free WiFi),14669931,Marion,De Baarsjes - Oud-West,52.36804,4.87644,Private room,310,2,49,2023-01-01,0.73,1,75,23
16655842,Beautiful light and cosy apt. in A'dam West,110111688,Petra,De Baarsjes - Oud-West,52.36747,4.85006,Entire home/apt,152,2,50,2022-11-20,0.68,1,4,10
17875133,Green Terrace Studio,60533837,Leentje,Centrum-Oost,52.37003,4.89923,Private room,120,1,439,2023-03-07,6.07,1,165,62
17889982,"Amsterdam, Houthavens (2p)",122536841,Belinda En Paul,Westerpark,52.39565,4.87874,Entire home/apt,250,4,13,2017-09-20,0.18,1,0,0
17519995,Romantic Panorama Suite; Mandelahuisje,115128469,Ilco,Centrum-West,52.38027,4.9051,Hotel room,309,1,29,2022-11-05,0.4,1,238,9
17892757,DoubleRoom in Cozy Apartment,40618169,Stefano,Osdorp,52.3572,4.78946,Private room,76,1,33,2022-11-14,0.46,1,7,16
16671672,A cozy & light apartment on the Amsterdam canal,109868271,Evelina,De Baarsjes - Oud-West,52.36326,4.85601,Entire home/apt,130,3,14,2021-08-25,0.2,1,0,0
16685383,A nice bed in the attic of my 'palace'.,5831960,Roelant,Bos en Lommer,52.37933,4.84745,Private room,39,1,12,2018-06-21,0.16,2,0,0
17525219,Private Studio with Patio in the heart of Amsterda,118830499,Isabel & Olivier,Centrum-West,52.37062,4.88043,Private room,154,2,153,2023-02-16,2.13,1,35,25
16687949,Cozy room nearby Amsterdam centre with bike rent,110484766,Ronald,De Baarsjes - Oud-West,52.37118,4.84928,Private room,87,3,199,2023-02-21,2.65,1,26,58
16697065,Light and spacious apartment in authentic neighbor,5831960,Roelant,Bos en Lommer,52.37962,4.84779,Entire home/apt,131,3,28,2023-02-17,0.38,2,0,4
17911026,Cozy luxury canal view guestroom,187728,Tatiana,Centrum-West,52.381031,4.886838,Private room,171,3,40,2023-02-25,4.2,1,34,40
17536444,"DUTCH DELIGHT in ""the PIJP""",118946082,Rick,De Pijp - Rivierenbuurt,52.3569,4.88915,Entire home/apt,180,7,40,2023-01-31,0.58,1,10,18
17913226,Central apartment with balcony & canal view,45097635,Marion,Centrum-Oost,52.3621,4.90528,Entire home/apt,395,3,22,2022-08-21,0.31,1,0,4
18269651,Family home with bicycles & parking space,5033279,Erik,Noord-West,52.41868,4.90114,Entire home/apt,218,7,15,2022-08-12,0.23,1,52,4
17549368,Modern apartment in typical Amsterdam canal house,88842323,Kevin,Centrum-Oost,52.36469,4.90817,Entire home/apt,394,2,55,2022-11-20,0.81,1,107,10
18270441,Very cozy apartment close to Vondelpark,4422940,Rob,De Baarsjes - Oud-West,52.3585,4.8551,Entire home/apt,271,2,21,2023-01-05,0.3,1,3,5
18285132,Re-designed Herenhuis @ Ams center,8769670,Raymon,Oud-Oost,52.35909,4.92099,Entire home/apt,300,4,2,2021-08-10,0.04,1,0,0
17913931,Cosy room in spacious apartment,120569848,Riccardo,Slotervaart,52.36659,4.84523,Private room,72,2,181,2023-02-16,2.52,2,73,24
17564346,Sunny Spacious Quiet Penthouse in City Centre,6992853,Chris,Centrum-Oost,52.36155,4.89603,Entire home/apt,246,28,23,2020-07-24,0.32,1,118,0
17917198,Bright B&B | JORDAAN AREA | CITY VIEW!,65859990,Martijn,Centrum-West,52.37012,4.8806,Private room,210,2,138,2023-01-03,1.91,4,157,17
18298091,Spacious private bathroom/room (private),126555379,Richard,Zuid,52.3514,4.85081,Private room,81,1,295,2023-02-28,5.78,2,73,86
17565780,Bright & Stylish Duplex with Rooftop in De Pijp,5950226,Karoll,De Pijp - Rivierenbuurt,52.35154,4.89123,Entire home/apt,300,4,24,2023-03-04,0.33,1,24,6
18306363,Beautiful sunny apartment,7994367,David & Beata,Bos en Lommer,52.3758,4.85221,Entire home/apt,182,3,29,2022-12-28,0.41,1,8,6
17953351,Sunny appartment and garden of 50m2,123191558,Jantje,Oud-Oost,52.35227,4.91636,Entire home/apt,150,3,21,2020-07-14,0.29,1,0,0
17566665,"Amsterdam, IJburg - bnb kamer met eigen voordeur",116572131,Michelle,IJburg - Zeeburgereiland,52.361,4.98202,Private room,78,2,238,2023-02-19,3.28,1,34,53
17967394,★★★★★ | BEST LOCATION | UNIQUE EXPERIENCE | ★★★★★,20719967,Ethan,Centrum-West,52.37916,4.89514,Private room,250,3,266,2023-03-04,3.69,1,143,69
17968731,Luxury stay in 17th century manor house in center,73131569,Robert,Centrum-Oost,52.37279,4.90634,Private room,180,3,59,2022-10-25,1.33,2,0,22
18309070,Spacious and cosy Apartment in Amsterdam East,122785079,Fay,Oostelijk Havengebied - Indische Buurt,52.36081,4.94475,Entire home/apt,140,9,11,2022-05-16,0.15,1,0,1
17584360,Spacious modern decorated home w/ Sauna & Jucuzzi,259495,Marcel,Westerpark,52.38318,4.87295,Entire home/apt,147,2,17,2021-08-12,0.24,1,0,0
18322730,Unique 3-storey family house build in 1896.,77544913,Ingrid,Watergraafsmeer,52.35503,4.93193,Entire home/apt,360,3,17,2022-08-03,0.24,1,0,3
17968930,Private LOFT; 17th century manor house in centre,73131569,Robert,Centrum-Oost,52.37323,4.90794,Hotel room,180,2,66,2022-11-27,1.49,2,0,27
17969025,Charming room near the centrum,10670068,Nathalie,De Pijp - Rivierenbuurt,52.35011,4.90639,Private room,90,2,223,2023-02-22,3.12,2,289,76
17603122,"Fantastic spot in city center, Jordaan!",21252119,Mary Ann,Centrum-West,52.381691,4.879816,Private room,131,1,230,2023-03-02,3.18,1,130,74
18000413,Private apartment in Amsterdam with office,49623828,Andrea,De Pijp - Rivierenbuurt,52.34048,4.90743,Entire home/apt,123,3,25,2022-08-24,0.35,1,0,4
17618917,Iconic apartment with fabulous view,21873682,Ingrid,Centrum-West,52.37973,4.89378,Entire home/apt,225,3,44,2023-03-05,0.62,1,69,6
18011593,Ongebruikte advertentie,123830544,Caroline,De Baarsjes - Oud-West,52.35871,4.8619,Entire home/apt,96,4,1,2017-07-17,0.01,1,0,0
18335433,Spacious home with garden close to centre,56324213,Cas,Noord-West,52.41928,4.90233,Entire home/apt,219,2,40,2022-10-02,0.56,1,32,7
17631393,"City Centre family home, garden & private parking",21738365,Michel,Oud-Noord,52.38474,4.90903,Entire home/apt,340,4,21,2022-08-18,0.29,1,19,2
18339579,Beautiful spacious apartment in a quiet area,126898620,Juni & Sybren,Centrum-Oost,52.36955,4.9128,Entire home/apt,99,2,5,2017-05-14,0.07,1,0,0
18362594,"Comfortable, spacious, amazing family Canal house",44919122,Mariette,IJburg - Zeeburgereiland,52.35458,5.00228,Entire home/apt,180,21,6,2021-08-12,0.09,1,67,0
18382188,Lovely Apartment in de Pijp.,18238265,Karlien,De Pijp - Rivierenbuurt,52.3498,4.90453,Entire home/apt,165,3,1,2023-02-28,1.0,1,1,1
18014010,Spacious house garden/ freeparking in Amsterdam.,123847675,Anna Nancy,De Aker - Nieuw Sloten,52.34776,4.77631,Entire home/apt,245,5,3,2018-08-03,0.04,1,0,0
18017858,Beautiful spacious apartment near city centre,4740141,Chantal,Oostelijk Havengebied - Indische Buurt,52.37007,4.93717,Entire home/apt,390,3,42,2022-07-20,0.58,1,0,5
17637180,Great house in Amsterdam free parking close2centre,18163774,Erik & Sandra,IJburg - Zeeburgereiland,52.34923,5.00622,Entire home/apt,300,5,11,2022-10-24,0.15,1,0,1
18021604,"Bright, modern and comfortable apartment",12392805,Karin,IJburg - Zeeburgereiland,52.35293,5.00111,Entire home/apt,134,7,19,2021-08-05,0.27,1,0,0
18384273,Bright lovely apartment in Old West,5889867,Jochem,De Baarsjes - Oud-West,52.36678,4.87336,Entire home/apt,145,3,35,2022-11-27,0.49,1,0,5
17643789,The Rooms Up & Downstairs - Free parking,4615590,Marta,Noord-West,52.42395,4.88681,Hotel room,209,2,10,2022-08-15,0.15,3,194,3
18392202,Riant woon-werkhuis aan groene rand van Amsterdam,12610858,Anne,Gaasperdam - Driemond,52.30448,4.97025,Entire home/apt,135,20,5,2022-06-12,0.07,1,40,2
18031862,Spazio Arte 2,124027020,Ed,Noord-Oost,52.39698,4.93907,Private room,95,2,31,2019-12-01,0.43,2,0,0
17644216,Houseboat city center rembrandt square,120036005,Bente,Centrum-Oost,52.36627,4.89727,Entire home/apt,230,2,141,2023-03-06,1.94,1,150,53
18045687,Private Studio Amsterdam North,122063438,Anouk,Oud-Noord,52.39898,4.90643,Private room,129,3,138,2022-09-26,2.1,1,2,18
18405137,City appartment in The Pijp,127517565,Marius,De Pijp - Rivierenbuurt,52.35016,4.89181,Entire home/apt,257,5,21,2022-10-29,0.29,1,200,4
17647511,Lovely room for 2 near the city center,16274382,Gina,Oud-Oost,52.35645,4.90875,Private room,100,2,8,2022-10-30,0.11,2,5,3
18405300,Great for (Young) Families - Colourful Apartment,127518312,Willem & Jelena,Slotervaart,52.3532,4.83048,Entire home/apt,180,3,22,2022-04-18,0.31,1,1,1
18407771,Room 4-Jordaan canal/Pool Table/Spa bath/Roof area,12327340,Michelle,Centrum-West,52.37699,4.87754,Private room,116,1,181,2022-11-27,2.55,2,268,24
18057193,Brand new family home close to Amsterdam centre.,121548470,Luc,IJburg - Zeeburgereiland,52.34874,5.01193,Entire home/apt,220,4,1,2019-08-23,0.02,1,83,0
18057725,Modern & Luxurious Well-located Appartement,26457043,Aimée,De Pijp - Rivierenbuurt,52.34406,4.89151,Entire home/apt,189,2,3,2022-07-30,0.31,1,55,3
18871870,"Cozy room Amsterdam, Ensuitebathroom/Netflix/Bikes",130649752,Mi BnB,Geuzenveld - Slotermeer,52.3828,4.82627,Private room,65,3,156,2023-02-23,2.28,2,176,7
18873208,"Lovely familyhome 110m2,gardens,  naar centre",1791023,Eva,Geuzenveld - Slotermeer,52.37352,4.82235,Entire home/apt,220,4,13,2022-08-11,0.19,1,112,3
18059130,Amstel Imperial,11969034,Raul,Centrum-Oost,52.36804,4.89773,Entire home/apt,341,3,383,2023-02-26,5.33,1,39,77
18410648,Elegant city retreat on canal,36073241,Shuchen,Centrum-West,52.38304,4.88376,Private room,135,3,29,2023-01-07,0.44,1,11,7
18878996,Centrally located on canal with view on Zoo!!,75128794,Jum,Centrum-Oost,52.3691,4.91715,Entire home/apt,190,4,17,2019-08-14,0.25,1,0,0
18882208,COZY ROOM ★ 17TH CENTURY CANAL HOUSE ★ CITY CENTER,131580321,Annette,Centrum-West,52.38109,4.89034,Private room,117,3,84,2022-12-31,1.21,2,190,31
18062995,"Central Pijp area, next to restaurants and musea",62728205,Manuel,De Pijp - Rivierenbuurt,52.35717,4.89633,Private room,122,2,361,2023-03-04,5.01,1,15,63
18063880,Recently modernized house + sunny private garden,124349399,Nicole,De Pijp - Rivierenbuurt,52.34483,4.89754,Entire home/apt,280,3,28,2023-01-03,0.39,1,13,7
18882385,★ A/C ★ | BEAUTIFUL CITY CENTER CANAL VIEW ROOM ★,131580321,Annette,Centrum-West,52.38094,4.88891,Private room,126,3,143,2023-03-06,2.04,2,195,30
18086951,Spacious & Light 2 bedr aptm near RAI and Center,7424614,Marieke,De Pijp - Rivierenbuurt,52.34917,4.89479,Entire home/apt,150,3,12,2022-09-14,0.18,1,0,6
18423345,Luxurious private suite City center of Amsterdam,126245396,Tjakko,Centrum-West,52.37126,4.88618,Private room,228,2,126,2023-02-26,1.77,2,233,51
18458032,Quiet appartment close to lively places,3388577,Corien,De Pijp - Rivierenbuurt,52.34697,4.89606,Entire home/apt,145,7,17,2021-12-18,0.24,1,0,0
18886555,Apartment by the canals in Amsterdam,899269,Tessa,Centrum-West,52.36968,4.88171,Entire home/apt,300,2,7,2023-02-22,0.84,1,3,7
18471773,★ DUPLEX APARTMENT ★ AMSTERDAM ★ NDSM WARF ★,46691672,Eva & Kobe,Oud-Noord,52.39974,4.90415,Entire home/apt,127,3,19,2022-04-24,0.27,9,36,2
18480843,Spacious apartment (Vondelpark + Museum District),92801089,Gijs,De Baarsjes - Oud-West,52.36123,4.86199,Entire home/apt,139,5,5,2018-06-21,0.07,1,0,0
18100319,Spacious family loft in quiet street old centre,79450360,Suzanne,Centrum-Oost,52.35966,4.8924,Entire home/apt,371,2,55,2023-01-15,0.87,1,256,3
18886577,"Nice Room Amsterdam, EnsuiteBathroom/Netflix/Bikes",130649752,Mi BnB,Geuzenveld - Slotermeer,52.38348,4.8267,Private room,85,3,119,2023-01-23,1.74,2,197,8
18107108,Super Cute (Monument!) Corner home in Hip North!,124404826,Mariska,Oud-Noord,52.39159,4.90806,Entire home/apt,159,3,25,2019-10-21,0.35,1,0,0
18906944,Saint Claire 3,44168250,Holiday,Centrum-West,52.37013,4.89299,Private room,100,2,36,2022-12-16,0.54,3,315,12
18114729,"Green Oasis at sailing barge ""the Rederijker""",68214211,Julia,IJburg - Zeeburgereiland,52.35445,5.00447,Entire home/apt,394,2,85,2023-03-06,1.21,1,144,13
18912531,3 Bedroom Family house & garden close to Vondelprk,90082702,Marieke,De Baarsjes - Oud-West,52.36331,4.85331,Entire home/apt,299,2,30,2022-10-18,0.43,1,0,3
18115300,Large family dikehouse in pittoresque quiet street,2957606,Arthur,Oud-Noord,52.39086,4.93373,Entire home/apt,285,5,17,2022-11-04,0.25,1,217,5
18115831,Modern appartment in Oud-West,27360660,Raphaelle,De Baarsjes - Oud-West,52.36265,4.85688,Entire home/apt,150,2,26,2022-10-09,0.37,1,0,2
18485336,Cosy & Comfortable apartment,71298154,Willemijn,Bos en Lommer,52.38247,4.85204,Entire home/apt,280,2,24,2022-09-17,0.35,1,6,4
18494062,Modern city center apartment in  De Pijp,89078139,B,De Pijp - Rivierenbuurt,52.35069,4.89023,Entire home/apt,243,2,18,2018-01-01,0.25,1,35,0
18496678,Beautiful 2BR Old West apt. w/fantastic terrace!,10372922,Andrea,De Baarsjes - Oud-West,52.36117,4.86297,Entire home/apt,220,5,20,2021-09-12,0.28,1,0,0
18939034,Spacious luxurious apartment near RAI,9619140,Hidde,De Pijp - Rivierenbuurt,52.34524,4.90216,Entire home/apt,140,2,10,2019-08-11,0.15,1,0,0
18939163,Designer loft in the most vibrant part of the city,23855459,Aron,De Pijp - Rivierenbuurt,52.35545,4.8918,Entire home/apt,97,2,30,2020-02-15,0.43,1,0,0
18942271,Bright and light houseboat,598162,Frank,De Baarsjes - Oud-West,52.36228,4.85832,Entire home/apt,200,2,25,2022-05-29,0.36,1,0,8
18500623,Spacious stay at beautiful Brouwersgracht,46659123,George,Centrum-West,52.3838,4.88539,Private room,149,2,233,2020-03-15,3.29,1,0,0
18116541,Great apt in central Amsterdam with roof terrace,12480721,Lisette,De Pijp - Rivierenbuurt,52.35009,4.88875,Entire home/apt,150,28,54,2021-04-18,0.75,1,0,0
18135326,Spacious Houseboat in Amsterdam,4741460,Houseboat In Amsterdam,Oud-Oost,52.36602,4.93165,Entire home/apt,230,2,14,2022-08-09,0.2,1,0,4
18945179,Contemporary two-storey artists' apartment,3790094,Sara,Oud-Noord,52.39847,4.90785,Entire home/apt,160,3,7,2018-08-12,0.1,2,0,0
18145166,Luxurious designapartment with magnificent view,63522329,Joyce And Tim,IJburg - Zeeburgereiland,52.35814,4.99973,Entire home/apt,382,3,28,2022-11-27,0.39,1,54,12
18501769,Cosy appartment in famous 'de Pijp' district,67934499,Dorieke,De Pijp - Rivierenbuurt,52.3493,4.90741,Entire home/apt,150,2,3,2023-01-22,1.5,1,1,3
18950531,Lovely apartment of 76m2.,30494585,Aalje,Oostelijk Havengebied - Indische Buurt,52.37051,4.93518,Entire home/apt,100,1,85,2022-12-18,1.21,1,72,11
18505331,Light and spacious 2 bed appt. Great for families,2935150,Rod,Zuid,52.35107,4.84815,Entire home/apt,85,4,11,2022-07-25,0.2,1,0,2
18155399,"Cosy family house, next to the park & quiet street",65859911,Jooske,De Baarsjes - Oud-West,52.35923,4.85851,Entire home/apt,140,3,8,2021-08-24,0.18,1,0,0
18514561,Unique family house in typical old Dutch area,126455910,Johanna,De Aker - Nieuw Sloten,52.34303,4.79768,Entire home/apt,295,4,11,2022-08-05,0.16,1,234,3
18960017,Bright studio in the city centre (Jordaan),31037621,Mariëlle,Centrum-West,52.37731,4.88397,Entire home/apt,200,3,27,2022-10-03,0.56,1,0,7
18514892,Cozy apartment near Westerpark,15118583,Xander,Westerpark,52.38962,4.87773,Entire home/apt,349,2,37,2022-06-26,0.58,1,117,7
18515604,nice clean sunny and central room,961670,Lisa,Westerpark,52.39034,4.88392,Private room,101,2,92,2023-02-12,1.29,1,15,11
18516556,Mont Martre of Amsterdam,4625398,Marije,De Pijp - Rivierenbuurt,52.35419,4.90036,Entire home/apt,150,2,52,2022-09-10,0.78,1,75,5
18155892,De Hoek all-in-one private garden house,1383736,Jennita,Westerpark,52.38758,4.88309,Private room,121,3,89,2023-02-21,1.24,1,59,24
18966112,Modern apartment in trendy East (Javaplein),46231154,Marrit,Oostelijk Havengebied - Indische Buurt,52.36251,4.9392,Entire home/apt,100,2,25,2019-08-09,0.37,1,0,0
18164648,Amazing 85m2 canal apartment in heart of city!,1221415,Mark,Centrum-West,52.37692,4.88733,Entire home/apt,385,4,21,2022-10-11,0.3,1,57,2
18972421,Romantic bright apartment in beloved Adam West,36334962,Susan,De Baarsjes - Oud-West,52.36654,4.85325,Entire home/apt,275,5,28,2022-07-13,0.4,1,6,4
18517833,A city centre location,89142786,Sanne,Centrum-West,52.37355,4.87773,Private room,89,1,409,2023-03-05,5.78,1,17,92
18523387,Light apt with beautiful garden in A'dam-Oost,5719622,Clem,Oud-Oost,52.35957,4.93327,Entire home/apt,100,2,56,2023-02-04,0.79,1,0,8
18531581,Large and sunny appartment with roof terrace -west,28307239,Barbara,Bos en Lommer,52.37745,4.86003,Entire home/apt,200,3,14,2019-10-21,0.2,1,0,0
18986818,"Cozy, romantic, captain's corner in Amsterdam",131743048,Dana,Westerpark,52.39146,4.88747,Entire home/apt,110,2,240,2022-10-02,3.84,1,25,44
18544524,Sunny appartment in quiet area close to centre,2524784,Kirsten,Bos en Lommer,52.37893,4.85438,Entire home/apt,49,10,1,2017-08-11,0.01,1,0,0
18547840,Beautiful apartment in the centre of Amsterdam!,128755802,Luke,Westerpark,52.37994,4.8758,Entire home/apt,250,2,53,2022-10-16,0.75,1,252,7
18557924,B&B Canaliscious,128826790,Natasja & Mylan,De Baarsjes - Oud-West,52.36164,4.85896,Entire home/apt,125,2,92,2023-02-25,1.36,4,115,22
18558833,Luxurious apartment with huge sunny garden,838782,Renée,Oud-Oost,52.35585,4.92528,Entire home/apt,298,4,5,2019-01-02,0.08,1,0,0
18559804,Stylish & Charming Duplex Family APT + Roofterrace,4168793,Asaf,De Baarsjes - Oud-West,52.36937,4.85477,Entire home/apt,380,6,8,2019-07-27,0.11,1,0,0
18993961,Cozy apartment in a central neighborhood,10794639,Masha,Zuid,52.35244,4.85007,Entire home/apt,200,2,5,2022-07-18,0.07,1,0,1
18559856,Cosy Arty guest suite old city,19562807,Tahier,Centrum-West,52.37097,4.89707,Private room,160,4,93,2023-03-01,1.31,2,198,32
18172462,Beautiful studio on river front,125350952,Chantal,IJburg - Zeeburgereiland,52.37556,4.96829,Private room,99,3,145,2023-01-29,2.03,1,20,21
18191221,Cat lovers only | bright & central room,2309801,Emmelie,Bos en Lommer,52.38033,4.85152,Private room,60,14,55,2022-12-30,0.79,1,28,1
18995286,Modern design house in a green area of Amsterdam,4419890,Ivana,Osdorp,52.35939,4.78478,Entire home/apt,250,3,6,2023-01-02,0.85,1,1,6
18193212,Appartement aan de Gaasperplas,125556535,Maarten,Gaasperdam - Driemond,52.30515,4.97914,Entire home/apt,100,30,45,2019-10-20,0.64,1,252,0
18576284,"Luxe room, private garden, Amsterdam city center",128974233,Joanneke,Centrum-West,52.37387,4.8934,Private room,220,3,244,2023-03-05,3.45,1,114,53
18588879,Stunning apartment  amazing location in the Pijp,6897982,Nynke,De Pijp - Rivierenbuurt,52.35459,4.89837,Entire home/apt,130,3,15,2018-07-15,0.21,1,0,0
18996536,Quiet and spacious room walking to the citycenter,86548605,Chantal,Oud-Noord,52.38423,4.91738,Private room,70,2,221,2023-03-07,3.35,1,87,74
18589514,Stylish apt with rooftop in Museum Quarter,91108918,Stephanie,Zuid,52.35361,4.8858,Entire home/apt,375,3,34,2022-08-07,0.48,1,8,3
18604324,Quiet & light apartment in the trendy east-side,4577738,Sanne,Oud-Oost,52.3583,4.91761,Entire home/apt,130,2,35,2022-12-27,0.49,1,0,9
18194727,Comfy and clean apartment,55453296,Tim,De Baarsjes - Oud-West,52.36351,4.86178,Entire home/apt,110,3,15,2019-06-15,0.21,1,0,0
19006771,Wonderful Townhouse near RAI. Reach Centre in 6min,132601538,Johanna Cornelia,De Pijp - Rivierenbuurt,52.34336,4.89532,Entire home/apt,355,3,28,2022-04-21,0.41,1,0,2
18204540,Beautiful spacious apartment next to Jordaan 60m2!,24438752,Belle,Westerpark,52.39079,4.8811,Entire home/apt,150,2,11,2022-06-15,0.2,1,0,4
19013423,"Comfortable family home
2 adults 3 kids up to 12",96060378,Winston,Noord-Oost,52.40679,4.93145,Entire home/apt,224,4,4,2018-11-04,0.06,1,129,0
18606303,Houseboat in centre of Amsterdam with riverview,124583661,Judith,Centrum-Oost,52.3666,4.89824,Entire home/apt,221,2,171,2023-02-18,2.43,1,157,24
18609671,Comfortable and light apartment with canal view,9211055,Carolien,Zuid,52.35179,4.8513,Entire home/apt,130,3,7,2018-10-01,0.1,1,0,0
18613035,Studio NDD291B (Amsterdam North),129284914,Pascal,Oud-Noord,52.39142,4.93783,Private room,119,3,49,2022-11-01,0.81,1,0,18
19024637,Light apartment with garden;ten min to Leidseplein,93981470,Sander,De Baarsjes - Oud-West,52.36147,4.85086,Entire home/apt,140,22,12,2020-08-15,0.19,1,0,0
18622311,"NEW Amazing private Amsterdam Studio, free parking",32644677,Joni,Oud-Noord,52.38919,4.93684,Entire home/apt,200,3,27,2023-02-24,1.36,1,214,23
18209663,Central & Comfy Home in Famous & Trendy De Pijp,104916208,Ovgum,De Pijp - Rivierenbuurt,52.3545,4.89119,Entire home/apt,300,2,42,2022-10-16,0.59,1,67,5
18210319,Cosy houseboat,46683710,David,Westerpark,52.38273,4.86319,Entire home/apt,150,2,40,2019-12-15,0.57,1,0,0
19032996,Lovely house @the waterfront with terrace,12716118,Pier,Oostelijk Havengebied - Indische Buurt,52.37227,4.94747,Entire home/apt,140,3,5,2017-08-16,0.07,1,0,0
18225467,"Family house,  NDSM area (+ cat)",1283205,Marieke,Noord-West,52.40916,4.90137,Entire home/apt,75,21,14,2021-07-31,0.2,1,0,0
19042016,"Design apartment with best view, for long term",11974014,Güler,De Baarsjes - Oud-West,52.3607,4.85805,Entire home/apt,250,1,14,2020-01-01,0.2,1,77,0
18233200,Sailing clipper  nearby city centre.,116631993,Marcel,IJburg - Zeeburgereiland,52.35436,5.00273,Entire home/apt,229,3,102,2023-03-05,1.44,1,262,43
18622506,Private All-in Penthouse room (renovated 07-2021),126555379,Richard,Zuid,52.35109,4.84938,Private room,93,1,370,2023-03-02,5.23,2,77,69
19061374,Chill & quiet oasis just on the edge of Amsterdam,6954442,Gilles,Watergraafsmeer,52.33817,4.94477,Entire home/apt,250,4,36,2022-12-30,0.52,1,0,8
18631508,"Unique space: own kitchen, bathroom, roof terrace!",57087005,Jesper & Ellen & Yara,De Baarsjes - Oud-West,52.37243,4.86486,Private room,111,2,252,2023-02-19,3.56,1,6,52
18640810,Amazing river view penthouse ‘Amstel Life’,129455304,Pien,Oud-Oost,52.3594,4.9065,Entire home/apt,158,5,24,2019-10-20,0.34,1,0,0
18646609,Authentic Dutch 2BDR apartment @ City Centre,129410275,Alexandra,Centrum-West,52.38109,4.8879,Entire home/apt,330,4,50,2023-02-18,0.72,1,0,8
18650212,"Luxurious, kid friendly, in center,  3 BR & garden",125405697,Jasper & Linda,Zuid,52.35234,4.8843,Entire home/apt,379,4,16,2022-10-22,0.24,1,31,5
18661034,Sunny & spacious Jordaan garden apartment,72351034,Nan,Centrum-West,52.37622,4.88068,Entire home/apt,275,4,8,2019-10-24,0.12,1,0,0
18665291,Hotspot & ground floor apartment,26843240,Maarten,De Pijp - Rivierenbuurt,52.35445,4.89711,Entire home/apt,299,7,40,2022-09-23,0.58,3,0,4
18666266,Beautiful city center apartment,26843240,Maarten,De Pijp - Rivierenbuurt,52.35682,4.89633,Entire home/apt,275,7,49,2022-11-26,0.71,3,0,9
18234191,Canalview & Balconies in hip Old West,6680892,Nathalie,De Baarsjes - Oud-West,52.36944,4.8634,Entire home/apt,275,2,25,2021-09-21,0.36,1,0,0
18237895,Stylish & comfortable apartment with parking space,105621738,Yvette,De Baarsjes - Oud-West,52.37169,4.85677,Entire home/apt,119,2,29,2023-02-19,0.41,1,0,4
19070264,Authentic apartment with a view on the canal,110039530,Xander,De Baarsjes - Oud-West,52.363,4.86704,Entire home/apt,118,4,63,2023-03-05,0.96,1,0,16
18248976,HIP AND STYLISH B&B in JORDAAN,4988898,Greet,Centrum-West,52.38328,4.88591,Private room,230,3,158,2023-02-18,2.23,1,213,23
18667438,Spacious house with lovely garden,6668266,Jasja,Westerpark,52.38909,4.87677,Entire home/apt,60,3,13,2019-10-31,0.19,1,0,0
19093068,Private luxury citycentre Loft @ leidseplein,39110511,Mike,Centrum-Oost,52.36557,4.88776,Private room,182,2,282,2023-02-09,4.05,2,2,37
